script, flask
0.21106791496276855, 0.18319010734558105
0.17792129516601562, 0.14635014533996582
0.21190738677978516, 0.1822352409362793
0.19340753555297852, 0.1556847095489502
0.17231416702270508, 0.15038466453552246
0.1651761531829834, 0.14219379425048828
0.15179061889648438, 0.13059663772583008
0.14235949516296387, 0.11543488502502441
0.1472916603088379, 0.12906312942504883
0.18098926544189453, 0.15446043014526367
0.17846012115478516, 0.15730714797973633
0.15800023078918457, 0.13642668724060059
0.1594531536102295, 0.1389167308807373
0.1416184902191162, 0.12343120574951172
0.19985437393188477, 0.17830896377563477
0.1778419017791748, 0.14168334007263184
0.16260337829589844, 0.13821196556091309
0.18285393714904785, 0.1606428623199463
0.16952133178710938, 0.14116740226745605
0.13763952255249023, 0.11876320838928223
0.15409517288208008, 0.12836837768554688
0.18228673934936523, 0.15651321411132812
0.19564199447631836, 0.16779470443725586
0.16009306907653809, 0.13861417770385742
0.1460559368133545, 0.1280517578125
0.15677857398986816, 0.13603544235229492
0.1820511817932129, 0.1525723934173584
0.21706914901733398, 0.18806123733520508
0.19449496269226074, 0.16224217414855957
0.1828155517578125, 0.15890264511108398
0.2073688507080078, 0.16279339790344238
0.17039775848388672, 0.1475369930267334
0.4105985164642334, 0.37667322158813477
0.19243955612182617, 0.16247081756591797
0.21352386474609375, 0.1769390106201172
0.17881512641906738, 0.14247894287109375
0.3665027618408203, 0.33945155143737793
0.42318129539489746, 0.35852718353271484
0.31900453567504883, 0.28156423568725586
0.35112619400024414, 0.2939581871032715
0.25656795501708984, 0.19952797889709473
0.19445061683654785, 0.1723949909210205
0.19565820693969727, 0.17238616943359375
0.19759130477905273, 0.171952486038208
0.18612337112426758, 0.16237926483154297
0.17590093612670898, 0.15381669998168945
0.16401886940002441, 0.14394593238830566
0.18056225776672363, 0.16138172149658203
0.2758150100708008, 0.23200607299804688
0.20442819595336914, 0.1751554012298584
0.18210244178771973, 0.15750837326049805
0.16947245597839355, 0.13709306716918945
0.17527008056640625, 0.15468215942382812
0.2309715747833252, 0.20147132873535156
0.20937228202819824, 0.17694091796875
0.19956564903259277, 0.1744692325592041
0.20852994918823242, 0.18542075157165527
0.16858410835266113, 0.1444258689880371
0.1753690242767334, 0.1536242961883545
0.17511987686157227, 0.15081334114074707
0.1522822380065918, 0.12626361846923828
0.15723323822021484, 0.13033723831176758
0.13902974128723145, 0.12103557586669922
0.14933252334594727, 0.12859201431274414
0.18608307838439941, 0.157914400100708
0.21926546096801758, 0.18702054023742676
0.19180703163146973, 0.16227984428405762
0.17913293838500977, 0.1527416706085205
0.17738866806030273, 0.14790654182434082
0.16658639907836914, 0.14658403396606445
0.20262384414672852, 0.17508602142333984
0.2507498264312744, 0.20590591430664062
0.16280698776245117, 0.14320969581604004
0.15654397010803223, 0.12872576713562012
0.15596985816955566, 0.13364791870117188
0.1821589469909668, 0.15981006622314453
0.19533586502075195, 0.17442560195922852
0.17765045166015625, 0.15361237525939941
0.18935322761535645, 0.1577904224395752
0.15892696380615234, 0.13705730438232422
0.17458319664001465, 0.15447139739990234
0.17536377906799316, 0.14758634567260742
0.18308138847351074, 0.1571216583251953
0.2277381420135498, 0.20164823532104492
0.19803309440612793, 0.17638683319091797
0.18234705924987793, 0.1545724868774414
0.2530691623687744, 0.22176051139831543
0.2077333927154541, 0.18121027946472168
0.17783284187316895, 0.15412259101867676
0.18060541152954102, 0.15032052993774414
0.16191720962524414, 0.14046502113342285
0.1795947551727295, 0.15218496322631836
0.19177889823913574, 0.1645336151123047
0.1881558895111084, 0.16561198234558105
0.17954397201538086, 0.14398694038391113
0.16806268692016602, 0.1461963653564453
0.18090295791625977, 0.15933775901794434
0.266721248626709, 0.237992525100708
0.20052003860473633, 0.17236781120300293
0.18025708198547363, 0.15561437606811523
