bytes,time
20175,0.481748104095459
18458,0.45565247535705566
19518,0.3630518913269043
18575,0.3741755485534668
19014,0.3813595771789551
22459,0.37711191177368164
4312,0.448976993560791
3797,0.38492321968078613
4304,0.39948487281799316
4728,0.3608667850494385
22483,0.48940038681030273
19330,0.4713869094848633
18142,0.40871357917785645
17304,0.4069509506225586
16166,0.3714303970336914
21663,0.37288331985473633
21404,0.4272322654724121
8898,0.4038698673248291
18172,0.4047737121582031
3819,0.3935546875
22156,0.3939065933227539
22030,0.4462568759918213
20071,0.4261462688446045
18649,0.4397852420806885
15942,0.39977455139160156
18879,0.44062232971191406
19073,0.4876217842102051
9046,0.4067723751068115
14704,0.4294102191925049
5432,0.4261939525604248
22613,0.433638334274292
24134,0.4369981288909912
20691,0.4147822856903076
20445,0.42632126808166504
19414,0.43189311027526855
21302,0.42899084091186523
22323,0.39548635482788086
11332,0.38479113578796387
6271,0.3917069435119629
3943,0.43308591842651367
10656,0.4162874221801758
24823,0.3917868137359619
22740,0.43488121032714844
21480,0.43613266944885254
22397,0.41568470001220703
19563,0.3980863094329834
21460,0.40433597564697266
17896,0.41653990745544434
8011,0.4273648262023926
4814,0.43228769302368164
3704,0.37885260581970215
8149,0.3961641788482666
23530,0.4297492504119873
23954,0.4378490447998047
22750,0.46018242835998535
21371,0.40677785873413086
17839,0.3875162601470947
5565,0.40296435356140137
7787,0.4426083564758301
5401,0.44367480278015137
19868,0.4227888584136963
12351,0.3941507339477539
4419,0.39110803604125977
11981,0.4051504135131836
18718,0.44227123260498047
20658,0.41878390312194824
8424,0.39132094383239746
7085,0.42493677139282227
5275,0.41811132431030273
14780,0.4894125461578369
12421,0.42485570907592773
22840,0.3936574459075928
6038,0.38786840438842773
14669,0.3961143493652344
11408,0.4063990116119385
5811,0.3894524574279785
17339,0.4481174945831299
17326,0.4262409210205078
4789,0.4659116268157959
9773,0.46532297134399414
4300,1.150869607925415
20869,0.45693325996398926
21942,0.4263174533843994
3789,0.46699047088623047
6748,0.4146702289581299
8248,0.4077949523925781
13605,0.41300153732299805
7515,0.42188310623168945
8819,0.45853424072265625
13255,0.41680073738098145
4255,0.403688907623291
12236,0.39024853706359863
11660,0.4240715503692627
16576,0.48979949951171875
3865,0.474869966506958
6511,0.5326764583587646
11786,0.47321152687072754
11295,0.4959890842437744
11907,0.5349998474121094
4616,0.6316258907318115
